rank,workflow_id,title,process_area,file,monthly_hours_low,monthly_hours_high,fte_high,effort_steps,automated_steps,cadence_only_steps,qualitative_steps,elapsed_days_low,elapsed_days_high,per_unit_rates,live_or_dormant,dormant_capabilities
3712,W5182,Emergency Vendor Direct-to-Store Delivery (DSD) Fast-Track PO Issuance,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.1-emergency-material-allocation-disaster-kit-assembly-staging-operations.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3713,W5183,Inter-Island Relief Freight Capacity Reservation & Shipping Coordination,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.1-emergency-material-allocation-disaster-kit-assembly-staging-operations.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3714,W5184,DC-to-Store Emergency Transport Route Optimization,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.1-emergency-material-allocation-disaster-kit-assembly-staging-operations.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3715,W5185,LGU State of Calamity Declaration Trigger & Pricing Monitoring,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.2-price-freeze-governance-state-of-calamity-controls-regulatory-reporting.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3716,W5186,ERP Price Freeze Configuration & Store-Level Price Lock Execution,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.2-price-freeze-governance-state-of-calamity-controls-regulatory-reporting.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3717,W5187,Department of Trade and Industry (DTI) Price Compliance Reporting,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.2-price-freeze-governance-state-of-calamity-controls-regulatory-reporting.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3718,W5188,"Price Freeze Audit, Margin Impact Analysis & Financial Provisioning",VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.2-price-freeze-governance-state-of-calamity-controls-regulatory-reporting.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3719,W5189,Anti-Hoarding & Quantity-Limit Rules POS Configuration,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.2-price-freeze-governance-state-of-calamity-controls-regulatory-reporting.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3720,W5190,State of Calamity LGU Regulatory Permit Clearance & Fee Deferrals,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.2-price-freeze-governance-state-of-calamity-controls-regulatory-reporting.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3721,W5191,Emergency Import Tariffs/Customs Duty Deferral Application,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.2-price-freeze-governance-state-of-calamity-controls-regulatory-reporting.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3722,W5192,Disaster Tax Relief & BIR Casualty Loss Deduction Certification,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.2-price-freeze-governance-state-of-calamity-controls-regulatory-reporting.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3723,W5193,LGU Disaster Operations Center (DRRMC) Collaboration & Communication,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.3-priority-relief-routing-lgu-coordination-humanitarian-partner-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3724,W5194,DSWD (Social Welfare) & Red Cross Priority Relief Delivery Operations,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.3-priority-relief-routing-lgu-coordination-humanitarian-partner-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3725,W5195,NGO & Corporate Foundation Emergency Logistics Sponsorship Matching,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.3-priority-relief-routing-lgu-coordination-humanitarian-partner-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3726,W5196,Store-Level Disaster Relief Hub Setup & Community Distribution Point Operations,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.3-priority-relief-routing-lgu-coordination-humanitarian-partner-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3727,W5197,Disaster Area Store Reopening Safety Clearance & Structural Integrity Audit,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.3-priority-relief-routing-lgu-coordination-humanitarian-partner-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3728,W5198,Emergency Fleet Fuel Allocation & Auxiliary Power Logistics,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.3-priority-relief-routing-lgu-coordination-humanitarian-partner-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3729,W5199,Humanitarian Delivery Cash Reconciliation & Driver Safety Vetting,VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.3-priority-relief-routing-lgu-coordination-humanitarian-partner-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3730,W5200,"Post-Disaster Supply Chain Recovery, Lessons-Learned & BCP Update",VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination,01-model-company/workflows/VS-180-disaster-relief-supply-chain-logistics-and-humanitarian-aid-coordination/PA-180.3-priority-relief-routing-lgu-coordination-humanitarian-partner-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3731,W5201,"Developer Bank-Escrow Agreement Review, Onboarding & Credit Setup",VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.1-b2b-project-escrow-onboarding-contract-matching-credit-setup.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3732,W5202,Project Purchase Order Matching & Contract Price Alignment,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.1-b2b-project-escrow-onboarding-contract-matching-credit-setup.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3733,W5203,B2B Project Materials Requirements Forecasting & Staging Plan,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.1-b2b-project-escrow-onboarding-contract-matching-credit-setup.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3734,W5204,Bank Escrow Financing Trust Account System Mapping,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.1-b2b-project-escrow-onboarding-contract-matching-credit-setup.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3735,W5205,Project Credit Limit Allocation & Temporary Excess Approval,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.1-b2b-project-escrow-onboarding-contract-matching-credit-setup.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3736,W5206,Developer Project Escrow Funding Verification & Collateral Assessment,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.1-b2b-project-escrow-onboarding-contract-matching-credit-setup.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3737,W5207,Escrow Bank Agent Communication Protocols & Portal Integrations,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.1-b2b-project-escrow-onboarding-contract-matching-credit-setup.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3738,W5208,Project Onboarding Compliance Check (Anti-Money Laundering & Sanctions),VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.1-b2b-project-escrow-onboarding-contract-matching-credit-setup.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3739,W5209,Project Material Goods Delivery Receipt (DR) Matching & Verification,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.2-milestone-inspection-joint-quantity-survey-escrow-draw-processing.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3740,W5210,Bank Inspector Joint Quantity Survey (JQS) Staging & Schedule Coordination,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.2-milestone-inspection-joint-quantity-survey-escrow-draw-processing.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3741,W5211,Escrow Draw Request Documentation Assembly & Submission,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.2-milestone-inspection-joint-quantity-survey-escrow-draw-processing.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3742,W5212,Bank Escrow Agent Inspector Audits & Deviation Clarification,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.2-milestone-inspection-joint-quantity-survey-escrow-draw-processing.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3743,W5213,"Escrow Draw Fund Settlement Tracking, Cash Application & Match Reconciliation",VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.2-milestone-inspection-joint-quantity-survey-escrow-draw-processing.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3744,W5214,Project Retainage (Milestone Retention Money) Accounting & Release Tracking,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.2-milestone-inspection-joint-quantity-survey-escrow-draw-processing.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3745,W5215,"Project Escrow Payment Dispute, Resolution & Negotiation",VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.2-milestone-inspection-joint-quantity-survey-escrow-draw-processing.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3746,W5216,Project Progress Billing Status Dashboard & Cashflow Forecast,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.2-milestone-inspection-joint-quantity-survey-escrow-draw-processing.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3747,W5217,Conditional Progress Waiver of Lien Issuance (upon Delivery),VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.3-waiver-of-lien-progress-billing-reconciliation-account-hold-management.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3748,W5218,Unconditional Progress Waiver of Lien Issuance (upon Fund Settlement),VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.3-waiver-of-lien-progress-billing-reconciliation-account-hold-management.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3749,W5219,"Project Material Return, Credit Note & Reconciliation with Escrow draws",VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.3-waiver-of-lien-progress-billing-reconciliation-account-hold-management.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3750,W5220,Project Escrow Delay Credit-Hold Hold-and-Release Execution,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.3-waiver-of-lien-progress-billing-reconciliation-account-hold-management.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3751,W5221,Developer-Subcontractor Tripartite Payment Agreement Governance,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.3-waiver-of-lien-progress-billing-reconciliation-account-hold-management.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3752,W5222,Project-Restricted Inventory Allocation Hold & Release Control,VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.3-waiver-of-lien-progress-billing-reconciliation-account-hold-management.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3753,W5223,"Progressive Billing Audit, Revenue Leakage Prevention & Internal Control Review",VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.3-waiver-of-lien-progress-billing-reconciliation-account-hold-management.md,0.00,0.00,0.000,0,0,0,0,2.0,4.0,0,live,
3754,W5224,"Project Account Financial Close, Final Waiver of Lien & Release of Escrow",VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release,01-model-company/workflows/VS-181-b2b-project-financing-escrow-account-orchestration-and-lien-release/PA-181.3-waiver-of-lien-progress-billing-reconciliation-account-hold-management.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3755,W5225,B2B Project Custom Sourcing Intake and Specifications Scoping,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.1-custom-project-sourcing-intake-and-quotation.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3756,W5226,Overseas Supplier RFQ Factory Vetting and Sample Approval,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.1-custom-project-sourcing-intake-and-quotation.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3757,W5227,Project Landing Cost Calculation Pricing and Margin Matrix Modeling,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.1-custom-project-sourcing-intake-and-quotation.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3758,W5228,Custom Indent Sourcing Contract Drafting and Legal Signing,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.1-custom-project-sourcing-intake-and-quotation.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3759,W5229,Custom Order Pro-Forma Invoice Generation and Downpayment Collection,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.1-custom-project-sourcing-intake-and-quotation.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3760,W5230,Indent Order Technical Review and Production Quality Agreement Setup,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.1-custom-project-sourcing-intake-and-quotation.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3761,W5231,Production Scheduling and Weekly Factory Progress Verification,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.1-custom-project-sourcing-intake-and-quotation.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3762,W5232,Pre-Shipment Inspection Coordination and Quality Gate Sign-off,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.1-custom-project-sourcing-intake-and-quotation.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3763,W5233,Letter of Credit Opening and Trade Finance Allocation for Indent Orders,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.2-indent-order-financing-and-lc-orchestration.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3764,W5234,Pro-Forma Invoice Verification and LC Amendment Processing,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.2-indent-order-financing-and-lc-orchestration.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3765,W5235,Shipping Document Receipt Discrepancy Auditing and Bank Release,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.2-indent-order-financing-and-lc-orchestration.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3766,W5236,Bank Trust Receipt Financing Execution for Indent Orders,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.2-indent-order-financing-and-lc-orchestration.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3767,W5237,Marine Insurance Coverage Mobilization and Port Risk Underwriting,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.2-indent-order-financing-and-lc-orchestration.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3768,W5238,Import Duties Excise Tax and 12 Percent VAT Payment Processing,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.2-indent-order-financing-and-lc-orchestration.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3769,W5239,Bureau of Customs Formal Entry Filing and Single Administrative Document Release,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.2-indent-order-financing-and-lc-orchestration.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3770,W5240,Port Drayage Scheduling and Direct Container Delivery Mobilization,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.2-indent-order-financing-and-lc-orchestration.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3771,W5241,Direct Port-to-Jobsite Transit Logistics Planning and Route Survey,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.3-direct-port-to-jobsite-customs-and-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3772,W5242,Jobsite Unloading Site Readiness and Heavy Equipment Coordination,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.3-direct-port-to-jobsite-customs-and-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3773,W5243,Direct Delivery Container Devanning and Joint Quantity Survey at Jobsite,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.3-direct-port-to-jobsite-customs-and-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3774,W5244,Materials Discrepancy Damage Claims and Transit Insurance Execution,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.3-direct-port-to-jobsite-customs-and-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3775,W5245,Progressive Project Billing and Milestone Payment Collection,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.3-direct-port-to-jobsite-customs-and-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3776,W5246,Landed Cost Reconciliation and Arm's-Length Transfer Price Accounting,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.3-direct-port-to-jobsite-customs-and-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3777,W5247,Project Sourcing Closeout Warranty Activation and Customer Handover,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.3-direct-port-to-jobsite-customs-and-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3778,W5248,Post-Project Margin Variance Analysis and Supplier Scorecard Review,VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage,01-model-company/workflows/VS-182-b2b-bulk-project-custom-import-indent-sourcing-and-brokerage/PA-182.3-direct-port-to-jobsite-customs-and-logistics.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3779,W5249,TESDA DTS Dual Training Accreditation and Site Inspection,VS-183-dual-training-system-dts-and-tesda-partnership-program,01-model-company/workflows/VS-183-dual-training-system-dts-and-tesda-partnership-program/PA-183.1-dts-accreditation-and-tvi-onboarding.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3780,W5250,Technical-Vocational Institution TVI Partner Screening and SLA,VS-183-dual-training-system-dts-and-tesda-partnership-program,01-model-company/workflows/VS-183-dual-training-system-dts-and-tesda-partnership-program/PA-183.1-dts-accreditation-and-tvi-onboarding.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3781,W5251,DTS Training Plan and Curriculum Design Collaboration,VS-183-dual-training-system-dts-and-tesda-partnership-program,01-model-company/workflows/VS-183-dual-training-system-dts-and-tesda-partnership-program/PA-183.1-dts-accreditation-and-tvi-onboarding.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3782,W5252,Student Recruitment Interviewing and Intake Scheduling,VS-183-dual-training-system-dts-and-tesda-partnership-program,01-model-company/workflows/VS-183-dual-training-system-dts-and-tesda-partnership-program/PA-183.1-dts-accreditation-and-tvi-onboarding.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3783,W5253,DTS Program Onboarding Safety Induction and Uniform Issuance,VS-183-dual-training-system-dts-and-tesda-partnership-program,01-model-company/workflows/VS-183-dual-training-system-dts-and-tesda-partnership-program/PA-183.1-dts-accreditation-and-tvi-onboarding.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3784,W5254,Student-Trainee Profiling and Non-Employee Profile Provisioning,VS-183-dual-training-system-dts-and-tesda-partnership-program,01-model-company/workflows/VS-183-dual-training-system-dts-and-tesda-partnership-program/PA-183.1-dts-accreditation-and-tvi-onboarding.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,4,live,
3785,W5255,TVI Coordinator Communication Portal and Escalation Matrix Setup,VS-183-dual-training-system-dts-and-tesda-partnership-program,01-model-company/workflows/VS-183-dual-training-system-dts-and-tesda-partnership-program/PA-183.1-dts-accreditation-and-tvi-onboarding.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3786,W5256,Annual DTS Partnership Performance Audit and Contract Renewal,VS-183-dual-training-system-dts-and-tesda-partnership-program,01-model-company/workflows/VS-183-dual-training-system-dts-and-tesda-partnership-program/PA-183.1-dts-accreditation-and-tvi-onboarding.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3787,W5258,In-Store Skills Mentoring Trainee Logbook and Output Verification,VS-183-dual-training-system-dts-and-tesda-partnership-program,01-model-company/workflows/VS-183-dual-training-system-dts-and-tesda-partnership-program/PA-183.2-student-trainee-lifecycle-and-store-rotation.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3788,W5259,Store Department Rotation and Skills Diversification Scheduling,VS-183-dual-training-system-dts-and-tesda-partnership-program,01-model-company/workflows/VS-183-dual-training-system-dts-and-tesda-partnership-program/PA-183.2-student-trainee-lifecycle-and-store-rotation.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
3789,W5260,Trainee Incident Management OHS Violations and Safety Escalation,VS-183-dual-training-system-dts-and-tesda-partnership-program,01-model-company/workflows/VS-183-dual-training-system-dts-and-tesda-partnership-program/PA-183.2-student-trainee-lifecycle-and-store-rotation.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
